word,stem,onset,offset,word_freq
arithmetic,arithmetic,298.483,299.083,11.349
and,and,299.083,299.243,28654
grammar,grammar,299.243,299.686,19.59
and,and,300.235,300.42,28654
i,i,300.42,300.53,4918.5
told,told,300.53,300.85,225
the,the,300.85,300.94,67225
little,little,300.94,301.17,560.69
fellow,fellow,301.17,301.614,56.731
a,a,301.928,301.974,19384
little,little,301.974,302.234,560.69
crossly,crossly,302.234,302.833,0.31354
that,that,303.237,303.552,10130
i,i,303.552,303.632,4918.5
did,did,303.632,303.807,873.35
nt,not,303.807,303.933,5726.1
know,know,303.933,304.022,513.45
how,how,304.022,304.222,797.72
to,to,304.222,304.372,24495
draw,draw,304.372,304.697,58.2
he,he,305.48,305.575,5204.1
replied,replied,305.575,306.13,56.172
it,it,306.524,306.629,7267.4
does,does,306.629,306.919,540.2
nt,not,306.919,306.989,5726.1
matter,matter,306.989,307.509,250.72
draw,draw,307.967,308.113,58.2
me,me,308.113,308.312,1037.6
a,a,308.312,308.342,19384
sheep,sheep,308.342,308.977,28.602
as,as,310.095,310.26,7217.4
i,i,310.26,310.37,4918.5
d,had,310.37,310.44,3312.1
never,never,310.44,310.69,465.17
drawn,drawn,310.69,311.03,82.165
a,a,311.03,311.12,19384
sheep,sheep,311.12,311.539,28.602
i,i,311.878,312.033,4918.5
redrew,redrew,312.033,312.513,0.04724
for,for,312.513,312.663,8286.8
him,him,312.663,312.863,1494.9
one,one,312.863,313.103,2720.8
of,of,313.103,313.213,39205
the,the,313.213,313.373,67225
only,only,313.373,313.673,1437.3
two,two,313.673,313.947,1309.2
drawings,drawings,313.947,314.443,17.642
that,that,314.443,314.593,10130
i,i,314.593,314.663,4918.5
was,was,314.663,314.843,6966.8
capable,capable,314.843,315.293,57.906
of,of,315.293,315.538,39205
the,the,316.011,316.076,67225
one,one,316.076,316.386,2720.8
of,of,316.386,316.536,39205
the,the,316.536,316.636,67225
closed,closed,316.636,317.226,74.767
boa,boa,317.226,317.486,0.80349
constrictor,constrictor,317.486,318.131,0.57827
and,and,318.649,318.794,28654
i,i,318.794,318.884,4918.5
was,was,318.884,319.054,6966.8
astounded,astounded,319.054,319.854,1.4605
to,to,319.854,319.964,24495
hear,hear,319.964,320.194,103.03
the,the,320.194,320.294,67225
little,little,320.294,320.544,560.69
fellow,fellow,320.544,320.824,56.731
respond,respond,320.824,321.444,30.674
no,no,321.948,322.194,1773.3
no,no,322.194,322.948,1773.3
i,i,323.332,323.483,4918.5
do,do,323.483,323.68,1413.7
nt,not,323.68,323.71,5726.1
want,want,323.71,323.943,262.95
an,an,323.943,324.156,3451.6
elephant,elephant,324.156,324.667,8.7661
inside,inside,324.667,325.067,90.856
a,a,325.067,325.117,19384
boa,boa,325.117,325.537,0.80349
constrictor,constrictor,325.537,326.565,0.57827
a,a,326.939,327.004,19384
boa,boa,327.004,327.344,0.80349
constrictor,constrictor,327.344,328.004,0.57827
is,is,328.004,328.124,10615
very,very,328.124,328.454,945.6
dangerous,dangerous,328.454,329.359,48.829
and,and,329.618,329.743,28654
an,an,329.743,329.923,3451.6
elephant,elephant,329.923,330.453,8.7661
is,is,330.453,330.583,10615
very,very,330.583,330.823,945.6
cumbersome,cumbersome,330.823,331.712,2.6432
where,where,332.126,332.291,850.35
i,i,332.291,332.501,4918.5
live,live,332.501,332.821,148.43
everything,everything,332.821,333.241,126.87
is,is,333.241,333.391,10615
very,very,333.391,333.651,945.6
small,small,333.651,334.326,443.74
i,i,334.675,334.75,4918.5
need,need,334.75,335.04,346.24
a,a,335.04,335.1,19384
sheep,sheep,335.1,335.825,28.602
draw,draw,336.104,336.259,58.2
me,me,336.259,336.459,1037.6
a,a,336.459,336.499,19384
sheep,sheep,336.499,337.069,28.602
so,so,337.927,338.102,1834.7
i,i,338.102,338.252,4918.5
drew,drew,338.252,338.596,41.154
he,he,339.584,339.729,5204.1
looked,looked,339.729,340.009,174.06
carefully,carefully,340.009,340.569,63.834
then,then,340.569,340.789,1105
said,said,340.789,341.159,959.68
no,no,341.712,342.127,1773.3
this,this,342.127,342.467,4844.1
one,one,342.467,342.637,2720.8
s,is,342.637,342.717,10615
already,already,342.717,343.187,250.93
very,very,343.187,343.537,945.6
sick,sick,343.537,344.112,38.682
make,make,344.436,344.663,636.59
another,another,344.663,345.061,563.02
one,one,345.061,345.326,2720.8
i,i,346.069,346.212,4918.5
drew,drew,346.212,346.434,41.154
again,again,346.434,346.899,412.97
my,my,347.627,347.782,1370.3
friend,friend,347.782,348.212,130.14
smiled,smiled,348.212,348.862,30.409
gently,gently,348.862,349.352,21.348
and,and,349.352,349.512,28654
indulgently,indulgently,349.512,350.362,0.33056
you,you,350.96,351.085,2959.7
can,can,351.085,351.245,2108.5
see,see,351.245,351.505,1071.7
yourself,yourself,351.505,352.275,65.257
this,this,352.275,352.525,4844.1
is,is,352.525,352.703,10615
nt,not,352.703,352.875,5726.1
a,a,352.875,352.925,19384
sheep,sheep,352.925,353.395,28.602
it,it,353.395,353.535,7267.4
s,is,353.535,353.595,10615
a,a,353.595,353.687,19384
ram,ram,353.687,354.345,10.69
it,it,354.679,354.784,7267.4
has,has,354.784,355.104,2066.4
horns,horns,355.104,355.949,8.0756
so,so,356.911,357.136,1834.7
once,once,357.136,357.396,338.46
again,again,357.396,357.686,412.97
i,i,357.686,357.846,4918.5
redid,redid,357.846,358.396,0.035602
my,my,358.396,358.596,1370.3
drawing,drawing,358.596,359.081,59.03
but,but,359.37,359.505,3535.3
it,it,359.505,359.605,7267.4
was,was,359.605,359.775,6966.8
rejected,rejected,359.775,360.42,32.375
like,like,360.669,360.874,898.72
the,the,360.874,360.934,67225
previous,previous,360.934,361.484,97.03
ones,ones,361.484,361.869,87.109
this,this,362.562,362.907,4844.1
one,one,362.907,363.127,2720.8
s,is,363.127,363.287,10615
too,too,363.287,363.567,490.98
old,old,363.567,364.537,485.99
i,i,364.537,364.627,4918.5
want,want,364.627,364.897,262.95
a,a,364.897,364.927,19384
sheep,sheep,364.927,365.357,28.602
that,that,365.357,365.487,10130
will,will,365.487,365.705,1880.3
live,live,365.705,365.927,148.43
a,a,365.927,365.968,19384
long,long,365.968,366.397,604.34
time,time,366.397,367.036,1478.5
so,so,368.008,368.273,1834.7
getting,getting,368.273,368.603,92.899
impatient,impatient,368.603,369.363,7.4963
as,as,369.363,369.653,7217.4
i,i,369.653,369.793,4918.5
was,was,369.793,370.043,6966.8
eager,eager,370.043,370.303,19.172
to,to,370.303,370.403,24495
start,start,370.403,370.753,101.15
dismantling,dismantling,370.753,371.353,1.5061
my,my,371.353,371.523,1370.3
engine,engine,371.523,371.992,40.622
i,i,372.326,372.571,4918.5
hastily,hastily,372.571,373.121,7.9594
sketched,sketched,373.121,373.721,3.9209
this,this,373.721,374.031,4844.1
drawing,drawing,374.031,374.47,59.03
and,and,374.755,374.9,28654
i,i,374.9,375,4918.5
snapped,snapped,375,375.495,6.6727
this,this,376.138,376.513,4844.1
here,here,376.513,376.773,547.34
is,is,376.773,376.943,10615
the,the,376.943,377.013,67225
box,box,377.013,377.473,93.657
the,the,377.473,377.593,67225
sheep,sheep,377.593,377.913,28.602
you,you,377.913,378.003,2959.7
want,want,378.003,378.293,262.95
is,is,378.293,378.393,10615
inside,inside,378.393,379.032,90.856
but,but,379.761,379.876,3535.3
i,i,379.876,380.016,4918.5
was,was,380.016,380.206,6966.8
very,very,380.206,380.506,945.6
surprised,surprised,380.506,381.316,30.595
to,to,381.316,381.416,24495
see,see,381.416,381.676,1071.7
the,the,381.676,381.736,67225
face,face,381.736,382.146,233.9
of,of,382.146,382.256,39205
my,my,382.256,382.456,1370.3
young,young,382.456,382.896,295.87
judge,judge,382.896,383.366,80.654
light,light,383.366,383.706,282.51
up,up,383.706,383.985,1234.9
it,it,384.688,384.753,7267.4
s,is,384.753,384.923,10615
exactly,exactly,384.923,385.673,69.514
the,the,385.673,385.813,67225
way,way,385.813,385.983,708.73
i,i,385.983,386.093,4918.5
wanted,wanted,386.093,386.692,136.16
do,do,387.091,387.397,1413.7
you,you,387.397,387.466,2959.7
think,think,387.466,387.807,357.41
this,this,387.807,387.947,4844.1
sheep,sheep,387.947,388.287,28.602
needs,needs,388.287,388.476,147.96
a,a,388.476,388.517,19384
lot,lot,388.517,388.677,92.29
of,of,388.677,388.797,39205
grass,grass,388.797,389.416,36.853
why,why,390.164,390.614,292.22
because,because,391.317,391.622,775.24
where,where,391.622,391.862,850.35
i,i,391.862,392.022,4918.5
m,am,392.022,392.122,298.9
from,from,392.122,392.422,4392.3
everything,everything,392.422,392.852,126.87
is,is,392.852,393.002,10615
very,very,393.002,393.272,945.6
small,small,393.272,393.857,443.74
there,there,394.645,394.81,2055.7
will,will,394.81,394.95,1880.3
certainly,certainly,394.95,395.44,116.74
be,be,395.44,395.57,6101
enough,enough,395.57,395.905,239.22
i,i,396.154,396.419,4918.5
gave,gave,396.419,396.669,194.88
you,you,396.669,396.819,2959.7
a,a,396.819,396.869,19384
very,very,396.869,397.149,945.6
small,small,397.149,397.619,443.74
sheep,sheep,397.619,398.153,28.602
he,he,399.111,399.276,5204.1
leaned,leaned,399.276,399.606,13.643
his,his,399.606,399.876,4572.3
head,head,399.876,400.166,290.67
towards,towards,400.166,400.526,141.18
the,the,400.526,400.586,67225
drawing,drawing,400.586,401.076,59.03
not,not,401.629,401.844,5726.1
that,that,401.844,402.274,10130
small,small,402.274,402.784,443.74
look,look,403.407,403.967,249.54
he,he,404.306,404.391,5204.1
s,is,404.391,404.491,10615
fallen,fallen,404.491,404.791,34.197
asleep,asleep,404.791,405.515,16.355
and,and,406.348,406.613,28654
that,that,406.613,406.923,10130
s,is,406.923,406.993,10615
how,how,406.993,407.163,797.72
i,i,407.163,407.273,4918.5
met,met,407.273,407.563,114.79
the,the,407.563,407.643,67225
little,little,407.643,407.883,560.69
prince,prince,407.883,408.467,68.37
it,it,410.046,410.181,7267.4
took,took,410.181,410.411,284.28
me,me,410.411,410.561,1037.6
a,a,410.561,410.591,19384
long,long,410.591,410.991,604.34
time,time,410.991,411.381,1478.5
to,to,411.381,411.491,24495
find,find,411.491,411.871,347.27
out,out,411.871,412.071,1327.1
where,where,412.071,412.221,850.35
he,he,412.221,412.301,5204.1
came,came,412.301,412.631,372.9
from,from,412.631,412.93,4392.3
the,the,413.454,413.769,67225
little,little,413.769,413.999,560.69
prince,prince,413.999,414.699,68.37
who,who,414.699,414.899,1854.3
asked,asked,414.899,415.189,219.97
me,me,415.189,415.319,1037.6
many,many,415.319,415.559,927.62
questions,questions,415.559,416.409,153.16
never,never,416.409,416.849,465.17
seemed,seemed,416.849,417.139,172.62
to,to,417.139,417.229,24495
hear,hear,417.229,417.429,103.03
my,my,417.429,417.709,1370.3
own,own,417.709,417.972,663.76
it,it,419.004,419.129,7267.4
was,was,419.129,419.289,6966.8
the,the,419.289,419.369,67225
words,words,419.369,419.749,287.87
spoken,spoken,419.749,420.199,38.456
by,by,420.199,420.359,5954.5
chance,chance,420.359,421.009,75.109
that,that,421.009,421.209,10130
little,little,421.209,421.519,560.69
by,by,421.519,421.679,5954.5
little,little,421.679,422.069,560.69
revealed,revealed,422.363,422.878,44.081
everything,everything,422.878,423.298,126.87
to,to,423.298,423.438,24495
me,me,423.438,423.648,1037.6
so,so,424.491,424.696,1834.7
when,when,424.696,424.826,1924.1
he,he,424.826,424.946,5204.1
saw,saw,424.946,425.166,204.28
my,my,425.166,425.406,1370.3
airplane,airplane,425.406,425.876,6.895
for,for,425.876,426.006,8286.8
the,the,426.006,426.076,67225
first,first,426.076,426.426,1168.8
time,time,426.426,426.785,1478.5
i,i,427.384,427.569,4918.5
won,will,427.569,427.829,1880.3
t,not,427.829,427.859,5726.1
draw,draw,427.859,428.129,58.2
my,my,428.129,428.369,1370.3
airplane,airplane,428.369,428.889,6.895
it,it,428.889,428.979,7267.4
would,would,428.979,429.119,1864.7
be,be,429.119,429.269,6101
a,a,429.269,429.329,19384
drawing,drawing,429.329,429.729,59.03
far,far,429.729,430.039,365.59
too,too,430.039,430.239,490.98
complicated,complicated,430.239,430.989,30.716
for,for,430.989,431.189,8286.8
me,me,431.189,431.392,1037.6
he,he,431.881,431.986,5204.1
asked,asked,431.986,432.346,219.97
me,me,432.346,432.566,1037.6
what,what,433.244,433.419,1547.8
s,is,433.419,433.509,10615
that,that,433.509,433.789,10130
thing,thing,433.789,434.059,218.7
there,there,434.059,434.449,2055.7
it,it,435.297,435.432,7267.4
s,is,435.432,435.462,10615
not,not,435.462,435.642,5726.1
a,a,435.642,435.682,19384
thing,thing,435.682,436.062,218.7
it,it,436.261,436.366,7267.4
flies,flies,436.366,436.956,12.126
it,it,437.156,437.251,7267.4
s,is,437.251,437.291,10615
an,an,437.291,437.361,3451.6
airplane,airplane,437.361,437.965,6.895
it,it,438.057,438.131,7267.4
s,is,438.131,438.171,10615
my,my,438.171,438.411,1370.3
airplane,airplane,438.411,438.905,6.895
and,and,439.608,439.733,28654
i,i,439.733,439.833,4918.5
was,was,439.833,440.013,6966.8
proud,proud,440.013,440.453,27.184
to,to,440.453,440.563,24495
have,have,440.563,440.783,3516.4
him,him,440.783,440.933,1494.9
know,know,440.933,441.163,513.45
that,that,441.163,441.293,10130
i,i,441.293,441.383,4918.5
could,could,441.383,441.543,1122.9
fly,fly,441.543,441.947,31.432
then,then,442.82,442.985,1105
he,he,442.985,443.095,5204.1
cried,cried,443.095,443.555,32.74
what,what,444.069,444.434,1547.8
you,you,444.798,444.913,2959.7
fell,fell,444.913,445.193,79.037
from,from,445.193,445.403,4392.3
the,the,445.403,445.463,67225
sky,sky,445.463,446.143,43.676
yes,yes,446.821,447.446,122.68
i,i,447.446,447.556,4918.5
said,said,447.556,447.796,959.68
modestly,modestly,447.796,448.386,2.3607
oh,oh,448.999,449.324,81.065
that,that,449.324,449.624,10130
s,is,449.624,449.784,10615
funny,funny,449.784,450.559,12.639
and,and,451.302,451.467,28654
the,the,451.467,451.547,67225
little,little,451.547,451.847,560.69
prince,prince,451.847,452.447,68.37
broke,broke,452.447,452.667,40.056
into,into,452.667,452.897,1448.7
a,a,452.897,453.117,19384
lovely,lovely,453.117,453.607,20.285
peal,peal,453.607,453.957,0.90221
of,of,453.957,454.097,39205
laughter,laughter,454.097,454.917,17.141
which,which,454.917,455.197,3975.8
irritated,irritated,455.197,455.797,4.4623
me,me,455.797,455.957,1037.6
very,very,455.957,456.337,945.6
much,much,456.337,456.82,761.24
i,i,457.403,457.488,4918.5
prefer,prefer,457.488,457.848,25.674
people,people,457.848,458.178,833.98
to,to,458.178,458.288,24495
take,take,458.288,458.568,479.41
my,my,458.568,458.728,1370.3
misfortunes,misfortunes,458.728,459.388,4.1178
seriously,seriously,459.388,460.172,35.773
then,then,460.691,460.876,1105
he,he,460.876,461.046,5204.1
added,added,461.046,461.431,132.65
so,so,461.905,462.09,1834.7
you,you,462.09,462.3,2959.7
also,also,462.3,462.82,1315
come,come,462.82,463.12,427.51
from,from,463.12,463.32,4392.3
the,the,463.32,463.41,67225
sky,sky,463.41,463.935,43.676
what,what,464.503,464.618,1547.8
planet,planet,464.618,465.008,16.155
are,are,465.008,465.058,4685
you,you,465.058,465.278,2959.7
from,from,465.278,465.678,4392.3
i,i,467.045,467.15,4918.5
caught,caught,467.15,467.42,51.684
a,a,467.42,467.48,19384
glimpse,glimpse,467.48,468.02,8.4969
into,into,468.02,468.21,1448.7
the,the,468.21,468.29,67225
mystery,mystery,468.29,468.76,24.164
of,of,468.76,468.82,39205
his,his,468.82,469,4572.3
presence,presence,469,469.73,124.66
and,and,469.73,469.86,28654
i,i,469.86,469.91,4918.5
asked,asked,469.91,470.43,219.97
abruptly,abruptly,470.43,470.988,9.1942
so,so,471.596,471.741,1834.7
you,you,471.741,471.931,2959.7
come,come,471.931,472.151,427.51
from,from,472.151,472.321,4392.3
another,another,472.321,472.591,563.02
planet,planet,472.591,473.041,16.155
then,then,473.041,473.321,1105
but,but,474.124,474.229,3535.3
he,he,474.229,474.329,5204.1
didn,did,474.329,474.569,873.35
t,not,474.569,474.609,5726.1
answer,answer,474.609,475.064,138.94
he,he,475.753,475.848,5204.1
shook,shook,475.848,476.118,27.109
his,his,476.118,476.278,4572.3
head,head,476.278,476.488,290.67
slowly,slowly,476.488,477.067,63.284
whilst,whilst,477.067,477.418,28.831
looking,looking,477.418,477.678,132.11
at,at,477.678,477.778,4321.7
my,my,477.778,477.947,1370.3
airplane,airplane,477.947,478.527,6.895
it,it,479.415,479.57,7267.4
s,is,479.57,479.65,10615
TRUE,true,479.65,479.95,265.75
that,that,479.95,480.13,10130
you,you,480.13,480.22,2959.7
can,can,480.22,480.54,2108.5
t,not,480.54,480.58,5726.1
have,have,480.58,480.7,3516.4
come,come,480.7,480.97,427.51
from,from,480.97,481.18,4392.3
far,far,481.18,481.53,365.59
away,away,481.53,481.8,308.57
in,in,481.8,482.02,21385
that,that,482.02,482.244,10130
and,and,483.567,483.712,28654
he,he,483.712,483.832,5204.1
drifted,drifted,483.832,484.282,5.5907
into,into,484.282,484.522,1448.7
a,a,484.522,484.592,19384
daydream,daydream,484.592,485.202,0.55694
which,which,485.202,485.392,3975.8
lasted,lasted,485.392,485.792,14.572
a,a,485.792,485.862,19384
long,long,485.862,486.252,604.34
while,while,486.252,486.701,612.07
then,then,487.469,487.794,1105
taking,taking,487.794,488.244,151.83
my,my,488.244,488.444,1370.3
sheep,sheep,488.444,488.764,28.602
out,out,488.764,488.954,1327.1
of,of,488.954,489.024,39205
his,his,489.024,489.174,4572.3
pocket,pocket,489.174,489.619,24.876
he,he,489.928,490.033,5204.1
sank,sank,490.033,490.373,8.3499
himself,himself,490.373,490.803,394.85
into,into,490.803,491.003,1448.7
the,the,491.003,491.083,67225
contemplation,contemplation,491.083,491.943,8.2098
of,of,491.943,492.033,39205
his,his,492.033,492.233,4572.3
treasure,treasure,492.233,492.672,13.266
you,you,493.341,493.656,2959.7
can,can,493.656,493.876,2108.5
imagine,imagine,493.876,494.436,42.092
how,how,494.436,494.756,797.72
my,my,494.756,494.896,1370.3
curiosity,curiosity,494.896,495.656,16.396
was,was,495.656,495.836,6966.8
aroused,aroused,495.836,496.506,11.802
by,by,496.506,496.696,5954.5
this,this,496.696,496.906,4844.1
small,small,496.906,497.316,443.74
disclosure,disclosure,497.316,498.026,11.587
about,about,498.026,498.346,1355.8
the,the,498.346,498.486,67225
other,other,498.486,498.806,1751.2
planets,planets,498.806,499.433,8.913
so,so,499.942,500.087,1834.7
i,i,500.087,500.187,4918.5
tried,tried,500.187,500.457,104.35
to,to,500.457,500.527,24495
find,find,500.527,500.817,347.27
out,out,500.817,501.027,1327.1
more,more,501.027,501.342,1958.9
where,where,502.34,502.505,850.35
are,are,502.505,502.565,4685
you,you,502.565,502.755,2959.7
from,from,502.755,503.135,4392.3
my,my,503.135,503.235,1370.3
little,little,503.235,503.495,560.69
fellow,fellow,503.495,503.944,56.731
where,where,504.628,504.923,850.35
s,is,504.923,505.043,10615
this,this,505.043,505.413,4844.1
where,where,505.413,505.813,850.35
i,i,505.813,505.993,4918.5
live,live,505.993,506.282,148.43
of,of,506.282,506.454,39205
yours,yours,506.454,506.952,24.404
where,where,507.396,507.591,850.35
do,do,507.591,507.691,1413.7
you,you,507.691,507.771,2959.7
take,take,507.771,508.041,479.41
my,my,508.041,508.221,1370.3
sheep,sheep,508.221,508.581,28.602
off,off,508.581,508.781,383.03
to,to,508.781,509.046,24495
after,after,510.432,510.837,1015.7
a,a,510.837,510.867,19384
reflective,reflective,510.867,511.437,6.293
silence,silence,511.437,511.967,46.381
he,he,511.967,512.097,5204.1
answered,answered,512.097,512.557,54.332
what,what,513.5,513.705,1547.8
s,is,513.705,513.895,10615
good,good,513.895,514.085,645.62
about,about,514.085,514.435,1355.8
the,the,514.435,514.545,67225
box,box,514.545,514.925,93.657
you,you,514.925,515.025,2959.7
ve,have,515.025,515.095,3516.4
